route_id,stops,stop_names,num_stops,total_distance_km
Route_1,ADELADA1 → JALNERI1 → WHITBRAD → WHITBRA1 → WHITDOW1 → JALNCONW → BRADJAL1 → BRADJALN → BRADERN2,Adelaide at Ada NB - #20 → Jalna at Erica NB - #1051 → White Oak Road at Bradley NS NB - #2899 → White Oak Road south of Bradley SB - #2898 → White Oak Road at Dowell FS NB - #2900 → Jalna at Conway NB - #2243 → Bradley at Jalna FS EB - West Leg - #2792 → Bradley at Jalna EB - #296 → Bradley west of Ernest 2 WB - #2791,9,11.05
Route_2,ADELADA1 → HIGBTRA1 → TRAFBALF → TRAFFAL2 → MARCTRAF → MARCTRA2 → TRAFMARC → ADMITRA2 → TRAFBANC → TRAFHUD4 → TRAFHUD2 → HUDSTRAF → HUDSJOLI → RAILKENN → RAILDAYB → BONATRA2 → BONANAPO → ADMIBON2 → ADMIVAU1 → ADMICAR1 → ROYACAS1 → ROYACAS2 → CLARROY3 → WAVEEDM2,Adelaide at Ada NB - #20 → Highbury at Trafalgar NB - #926 → Trafalgar at Balfour Place EB - #1789 → Trafalgar at Falcon  EB - #2279 → Marconi at Trafalgar SB - #1139 → Marconi at Trafalgar NB - #2670 → Trafalgar at Marconi Blvd  WB - #1798 → Admiral at Trafalgar NB - #2635 → Trafalgar at Bancroft  WB - #1790 → Trafalgar Between Hudson and Admiral WB - #1797 → Trafalgar at Hudson  WB - #1796 → Hudson at Trafalgar NB - #993 → Hudson at Joliet NB - #992 → Railton at Kennedy Place SB - #1445 → Railton at Daybreak SB - #2267 → Bonaventure at Trafalgar SB - #287 → Bonaventure at Napoleon Cr SB - #284 → Admiral at Bonaventure WB - #94 → Admiral at Vaubois EB - #101 → Admiral at Carlyle EB - #95 → Royal at Castle EB - #1609 → Royal at Castle WB - #1610 → Clarke at Royal North NB - #414 → Wavell at Edmonton St WB - #1908,24,14.32
Route_3,ADELADA1 → BRADPOMI → BRADPOM1 → PONDBRA2 → PONDBRA4 → PONDBUC4 → PONDENT2 → ENTEPOM1 → ENTEMID1 → ENTEHUBR → HUBRENT4 → HUBRWIL2 → WILTMIDP → WILTPMI4 → WILTPMI2 → WILTSIS2 → WILTSIS4 → ADELOSG4 → OSGOWOO2 → OSGOWOO1,Adelaide at Ada NB - #20 → Bradley at Pond Mills WB - #2204 → Bradley at Pond Mills EB - #2970 → Pond Mills south of Bradley SB - #1402 → Pond Mills south of Bradley 2 SB - #2262 → Pond Mills at Buchanan SB - #1405 → Pond Mills at Enterprise SB - #1413 → Enterprise at Pond Mills EB - #653 → Enterprise at Midpark EB - #652 → Enterprise at Hubrey EB - #651 → Hubrey at Enterprise south SB - #988 → Hubrey at Wilton Grove SB - #989 → Wilton Grove & Midpark Rd WB - #2297 → Wilton Grove East of Pondmills WB - #2300 → Wilton Grove West of Pond Mills WB - #2299 → 990 Wilton Grove WB - #2303 → Wilton Grove at Sise Rd WB - #2075 → Adelaide at SE Osgoode SB - #63 → Osgoode at Woodrow WB - #1259 → Osgoode at Woodrow EB - #1258,20,13.87
Route_4,ADELADA1 → KERNRID1 → RIDGKER2 → SPRIMAR1 → SPRITROW → SPRIBER3 → SPRIBER1 → SPRIWON1 → WONDSPRI → SPRIQUI1 → SPRIJAR1 → SPRIJAR2 → SPRIHIC2 → SPRIHIC1 → WONDCOM3 → BERKTOP1 → BERKTOP2 → BERKROB1 → BERKROB2 → SOUTGAR2 → SOUTGAR1 → GARDSOU2 → GARDSOU3 → GARDRID1 → GARDRID2,Adelaide at Ada NB - #20 → Kernohan at Ridgewood Cres NB - #2762 → Ridgewood at Kernohan WB - #2272 → Springbank at Mary Ave EB - #1744 → Springbank at Trowbridge WB - #1749 → 492 Springbank EB - #1729 → Springbank at Berkshire Dr FS 1 EB - #1728 → Springbank at Wonderland  EB - #1754 → Wonderland at Springbank SB - #2323 → Springbank at Quinella EB - #1746 → Springbank at Jarvis St EB - #1740 → Springbank at Jarvis St WB - #1741 → Springbank at Hillcrest Dr WB - #1739 → Springbank at Hillcrest Dr EB - #1738 → Wonderland North of Commissioners NB - #2102 → Berkshire at Topping Lane NB - #246 → Berkshire at Topping Lane SB - #247 → Berkshire at Robin NB - #242 → Berkshire at Robin SB - #243 → Southcrest east of Gardenwood EB - #2767 → Southcrest at Gardenwood Dr WB - #2766 → Gardenwood at Southcrest SB - #766 → 57 Gardenwood NB - #767 → Gardenwood at Ridgewood EB - #762 → Gardenwood east of Ridgewood WB - #763,25,14.21
Route_5,ADELADA1 → BRADJAL2 → JALNBRA4 → WHOKMASB → JALNPIER → SHOLJAL2 → SHOLEXE1 → SHOLEXE2 → EXETSHOL → EXETMEG → JALNARC5 → JALNMEG,Adelaide at Ada NB - #20 → Bradley west of Jalna WB - East Leg - #2793 → Jalna south of Bradley SB - #1047 → Jalna at White Oaks Mall SB - #2296 → Jalna at Piers NB - #1064 → Jalna at Archer N Leg SB - #1661 → Sholto at Exeter NB - #1658 → Sholto at Exeter SB - #1659 → Exeter at Sholto WB - #671 → Exeter at Meg EB - #670 → Jalna south of Archer 2 SB - #2598 → Jalna at Meg WB - #1063,12,11.44
Route_6,ADELADA1 → HUROADE6 → BARKMEL1 → BARKHURO → BARKHUR1 → HUROBARK,Adelaide at Ada NB - #20 → 648 Huron - #998 → Barker at Melsandra FS NB - #2788 → Barker at Huron SB - #176 → Barker at Huron NB - #2786 → Huron at Barker WB - #999,6,10.38
Route_7,ADELADA1 → WOODEDI1 → CHEROXF1 → CHEROXF2 → OXFOBEA4 → BEAVOXF1 → BEAVOXF2 → OXFOBEA1 → PROUFAR1 → PROUBEA3 → BEAVPROU → BEAVHOR2 → BEAVWOND → FARRPROU → PROUFAR3 → PROUFAR2 → PROUOXF1 → PROUOXF2 → PROUOXF3 → OXFOPRO1 → OXFOPRO2 → FOREHIL2 → PROUBEA2,Adelaide at Ada NB - #20 → Woodward at Edinburgh  NB - #2142 → Cherryhill north of Oxford 1 NB - #378 → Cherryhill at Oxford SB - #379 → Oxford east of Beaverbrook WB - #1265 → Beaverbrook at Oxford NB - #226 → Beaverbrook at Oxford SB - #227 → Oxford at Beaverbrook EB - #1263 → Proudfoot north of Farrah NB - #1427 → Proudfoot at Beaverbrook SB - #1425 → Beaverbrook at Proudfoot EB - #2418 → Beaverbrook at Horizon EB - #2417 → Beaverbrook at Wonderland WB - #228 → Farrah at Proudfoot EB - #717 → Proudfoot at Farrah NB - #1429 → Proudfoot at Farrah SB - #1428 → Proudfoot north of Oxford NB - #1430 → Proudfoot at Oxford SB - #1431 → Proudfoot south of Oxford NB - #1432 → Oxford at Proudfoot Lane EB - #1327 → Oxford at Proudfoot WB - #1328 → Proudfoot at Forest Hills WB - #2342 → Proudfoot at Beaverbrook WB - #1424,23,12.59
Route_8,ADELADA1 → ERNEPAUL → BRADERN1 → BRADERNE → ERNECON2 → ERNECON1 → ERNEFEN2 → ERNEFEN1 → ERNEFINC → ERNESCO1 → ERNESCO2 → JALNERN4 → JALNERN5 → MEGEXE2 → MEGEXE1 → SHOLJAL1 → WELLBRA1,Adelaide at Ada NB - #20 → Ernest at Pauline SB - #667 → Bradley west of Ernest WB - #2790 → Bradley at Ernest Ave EB - #295 → Ernest at Conway SB - #657 → Ernest at Conway NB - #656 → Ernest at Fennel SB - #660 → Ernest at Fennel NB - #659 → Ernest at Finch SB - #661 → Ernest at Scotchmere SB - #668 → Ernest at Scotchmere NB - #669 → Jalna at Ernest south WB - #1056 → Jalna at Ernest south EB - #1057 → Meg at Exeter SB - #1169 → Meg at Exeter NB - #1168 → Sholto at Jalna Blvd NB - #1660 → Wellington North of Bradley  NB - #1926,17,11.75
Route_9,ADELADA1 → ADELOSG7 → ADELOSG6 → ADELOSG1 → OSGOADE1 → ADELOSG5 → BRADADE2 → BRADADE3 → NEWBADE1 → NEWBBESS → BESSBES3 → BESSHAR1 → BES1EXET → EXETWEL1 → WELLEXE1 → HOLIEXET → WELLEXE2 → HOLIGREE → WELLDEAR → WHITOMA2 → WHITOMA1 → WHITOMA3 → WHOKMANB → JALNBRA1 → SOUTVER1,Adelaide at Ada NB - #20 → Adelaide at Osgoode 3 NB - #66 → Adelaide at SW Osgoode SB - #65 → Adelaide at SE Osgoode NB - #60 → Osgoode east of Adelaide EB - #1249 → Adelaide at SE Osgoode NS NB - #64 → Bradley at Adelaide  WB - #292 → Bradley at Adelaide EB - #2203 → Newbold at Adelaide EB - #1228 → Newbold at Bessemer EB - #1229 → Bessemer at Bessemer Crt 2 NB - #252 → Bessemer at Hargrieve NB - #253 → Bessemer at Exeter NB - #250 → Exeter at Wellington EB - #672 → Wellington at Exeter NB - #1940 → Holiday at Exeter SB - #954 → Wellington at Exeter SB - #1941 → Holiday at Greenfield SB - #955 → Wellington at Dearness NB - #1935 → White Oaks Mall Stop 1 - #2062 → White Oaks Mall Stop 2 - #2061 → White Oaks Mall Stop 3 - #2060 → Jalna at White Oaks Mall NB - #2295 → 1102 Jalna - #1044 → Southdale at Verulam EB - #1700,25,12.33
Route_10,ADELADA1 → DOWASH2 → DOWASH1 → ASHBSUR1 → ASHBSUR2 → ASHBMIL2 → ASHBMIL1 → BRADMIL2 → BRADMIL1 → NEWBBRA1 → NEWBTOWE → NEWBCON1 → BRADADE4 → BRADADE1 → BRADAGN2 → BRADAGN1 → BRADWIL1 → BRADWIL4 → DEARBRAD → BRADDEAR → BRADWEL3 → WELLBRA2 → WHITOMA4 → BRADWEL1 → BRADWEL2,Adelaide at Ada NB - #20 → Dow at Ashbury WB - #529 → Dow at Ashbury EB - #528 → Ashbury at Surrey Cres NB - #170 → Ashbury at Surrey Cres SB - #171 → Ashbury at Millbank WB - #169 → Ashbury at Millbank EB - #168 → Bradley at Millbank WB - #2968 → Bradley at Millbank EB - #2967 → Newbold at Bradley NB - #2335 → Newbold at Towerline EB - #1232 → Newbold at Consortium EB - #1231 → Bradley between Adelaide & Willow WB - #2324 → Bradley between Willow & Adelaide  EB - #291 → Bradley at Willow 1 WB - #293 → Bradley at Willow 2 EB - #2325 → Bradley at Willow 1 EB - #298 → Bradley at Willow 2 WB - #2205 → Dearness at Bradley NB - #505 → Bradley at Dearness WB - #294 → Bradley east of Wellington Rd EB - #297 → Wellington at Bradley  SB - #1927 → White Oaks Mall Stop 4 - #2063 → Bradley west of Wellington Rd EB - #2326 → Bradley at Wellington WB - #2327,25,11.41
