Date,Trip_Count
2025-09-12,65341
2025-09-13,34976
2025-09-14,27530
2025-09-15,67390
2025-09-16,67443
2025-09-17,67428
2025-09-18,65694
2025-09-19,65382
2025-09-20,35044
2025-09-21,27356
2025-09-22,67375
2025-09-23,67344
2025-09-24,67249
2025-09-25,65598
2025-09-26,65043
2025-09-27,35125
2025-09-28,27390
2025-09-29,67422
2025-09-30,67602
2025-10-01,67565
2025-10-02,65614
2025-10-03,65027
2025-10-04,35061
2025-10-05,27256
2025-10-06,89902
2025-10-07,67658
2025-10-08,67290
2025-10-09,65785
2025-10-10,64959
2025-10-11,46800
2025-10-12,36460
2025-10-13,89950
2025-10-14,89881
2025-10-15,90027
2025-10-16,87728
2025-10-17,86830
2025-10-18,46806
2025-10-19,36434
2025-10-20,67256
2025-10-21,67660
2025-10-22,89832
2025-10-23,87706
2025-10-24,64939
2025-10-25,35131
2025-10-26,27530
2025-10-27,67229
2025-10-28,67574
2025-10-29,67597
2025-10-30,65850
2025-10-31,65270
2025-11-01,35207
2025-11-02,27345
2025-11-03,67241
2025-11-04,67349
2025-11-05,89968
2025-11-06,87707
2025-11-07,86712
2025-11-08,46771
2025-11-09,36553
2025-11-10,89902
2025-11-11,89937
2025-11-12,89904
2025-11-13,87798
2025-11-14,87472
2025-11-15,47171
2025-11-16,37214
