stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,id,Name
ADELCEN1,"22",Adelaide at Central  NB - #22,,"42.9948","-81.23444",,,,,,false,"4",Central_London
ADELCEN2,"23",Adelaide at Central  SB - #23,,"42.99451","-81.23455",,,,,,false,"4",Central_London
ADELDUN1,"27",Adelaide at Dundas NB - #27,,"42.989214","-81.231686",,,,,,false,"4",Central_London
ADELDUN2,"28",Adelaide at Dundas SB - #28,,"42.988343","-81.231467",,,,,,false,"4",Central_London
ADELHAMI,"36",Adelaide at Hamilton SB - #36,,"42.982275","-81.228829",,,,,,false,"4",Central_London
ADELHIL1,"37",Adelaide at Hill NB - #37,,"42.979827","-81.227608",,,,,,false,"4",Central_London
ADELHIL2,"38",Adelaide at Hill SB - #38,,"42.980363","-81.227992",,,,,,false,"4",Central_London
ADELLISI,"53",Adelaide at Hamilton NB - #53,,"42.982516","-81.228761",,,,,,false,"4",Central_London
ADELLORN,"54",Adelaide at Lorne NB - #54,,"42.992328","-81.233229",,,,,,false,"4",Central_London
ADELMCMA,"57",Adelaide at McMahen NB - #57,,"42.99759","-81.23582",,,,,,false,"4",Central_London
ADELNEL1,"58",Adelaide at Nelson NB - #58,,"42.977567","-81.226683",,,,,,false,"4",Central_London
ADELNEL2,"59",Adelaide at Nelson SB - #59,,"42.977503","-81.226792",,,,,,false,"4",Central_London
ADELPAMA,"69",Adelaide at McMahen SB - #69,,"42.99747","-81.23593",,,,,,false,"4",Central_London
ADELPIC1,"70",Adelaide at Piccadilly NB - #70,,"42.99887","-81.236488",,,,,,false,"4",Central_London
ADELPIC2,"71",Adelaide at Piccadilly SB - #71,,"42.999014","-81.236686",,,,,,false,"4",Central_London
ADELPRIN,"72",Adelaide at Princess SB - #72,,"42.992506","-81.233465",,,,,,false,"4",Central_London
ADELQUEE,"73",Adelaide at Queens SB - #73,,"42.990215","-81.232309",,,,,,false,"4",Central_London
COLBCEN1,"432",Colborne at Central NB - #432,,"42.992777","-81.242853",,,,,,false,"4",Central_London
COLBCEN2,"433",Colborne at Central SB - #433,,"42.992253","-81.242789",,,,,,false,"4",Central_London
COLBDUFF,"434",Colborne at Dufferin SB - #434,,"42.989251","-81.241198",,,,,,false,"4",Central_London
COLBPAM1,"439",Colborne at Pall Mall NB - #439,,"42.994937","-81.243983",,,,,,false,"4",Central_London
COLBPAM2,"440",Colborne at Pall Mall SB - #440,,"42.994842","-81.244053",,,,,,false,"4",Central_London
COLBPRIN,"443",Colborne at Princess NB - #443,,"42.990303","-81.241638",,,,,,false,"4",Central_London
DUFFCOLB,"531",Dufferin at Colborne EB - #531,,"42.988828","-81.241878",,,,,,false,"4",Central_London
DUFFPICT,"532",Dufferin at Picton EB - #532,,"42.987954","-81.244986",,,,,,false,"4",Central_London
DUFFWEL2,"535",Dufferin east of Wellington WB - #535,,"42.987807","-81.245999",,,,,,false,"4",Central_London
DUNDADE1,"537",Dundas at Adelaide EB - #537,,"42.98857","-81.2323",,,,,,false,"4",Central_London
DUNDADE2,"538",Dundas at Adelaide WB - #538,,"42.98876","-81.23217",,,,,,false,"4",Central_London
DUNDCOL1,"552",Dundas at Colborne EB - #552,,"42.986356","-81.239964",,,,,,false,"4",Central_London
DUNDCOL2,"553",Dundas at Colborne WB - #553,,"42.986632","-81.239501",,,,,,false,"4",Central_London
DUNDMAI1,"585",Dundas at Maitland EB - #585,,"42.987275","-81.237054",,,,,,false,"4",Central_London
DUNDMAI2,"586",Dundas at Maitland WB - #586,,"42.987404","-81.236751",,,,,,false,"4",Central_London
DUNDRIDO,"600",Dundas at Ridout EB - #600,,"42.982377","-81.254162",,,,,,false,"4",Central_London
DUNDWAT1,"614",Dundas east of Waterloo EB - #614,,"42.985819","-81.241849",,,,,,false,"4",Central_London
DUNDWAT2,"615",Dundas at Waterloo WB - #615,,"42.985855","-81.242283",,,,,,false,"4",Central_London
DUNDWEL2,"620",Dundas at Wellington WB - #620,,"42.985046","-81.245045",,,,,,false,"4",Central_London
DUNDWIL1,"623",Dundas at William EB - #623,,"42.988001","-81.234357",,,,,,false,"4",Central_London
DUNDWIL2,"624",Dundas at William WB - #624,,"42.988167","-81.234044",,,,,,false,"4",Central_London
GREYCOLB,"804",Grey at Colborne WB - #804,,"42.979241","-81.236529",,,,,,false,"4",Central_London
GREYWATE,"805",Grey at Waterloo WB - #805,,"42.978687","-81.238647",,,,,,false,"4",Central_London
HAMIADE1,"845",Hamilton at Adelaide EB - #845,,"42.981991","-81.228831",,,,,,false,"4",Central_London
HAMIADE2,"846",Hamilton at Adelaide WB - #846,,"42.982041","-81.228328",,,,,,false,"4",Central_London
HORTHAMI,"966",Horton at Hamilton WB - #966,,"42.982727","-81.233841",,,,,,false,"4",Central_London
HORTMAIT,"967",Horton at Maitland EB - #967,,"42.982411","-81.234569",,,,,,false,"4",Central_London
HORTRIC2,"969",Horton at Richmond WB - #969,,"42.97894","-81.247975",,,,,,false,"4",Central_London
HORTRID1,"970",Horton at Ridout EB - #970,,"42.977825","-81.251008",,,,,,false,"4",Central_London
HORTWAT2,"977",Horton at Waterloo WB - #977,,"42.981101","-81.239838",,,,,,false,"4",Central_London
HORTWELL,"978",Horton at Wellington EB - #978,,"42.980351","-81.242012",,,,,,false,"4",Central_London
KINGRICH,"1086",King at Richmond EB - #1086,,"42.9826","-81.2486",,,,,,false,"4",Central_London
OXFOGEO1,"1298",Oxford at St. George EB - #1298,,"42.994743","-81.255576",,,,,,false,"4",Central_London
OXFOGEO2,"1299",Oxford at St. George WB - #1299,,"42.994758","-81.255944",,,,,,false,"4",Central_London
OXFORIC1,"1333",Oxford at Richmond EB - #1333,,"42.995586","-81.252763",,,,,,false,"4",Central_London
OXFOTAL1,"1350",Oxford at Talbot EB - #1350,,"42.993941","-81.258169",,,,,,false,"4",Central_London
OXFOTAL2,"1351",Oxford at Talbot WB - #1351,,"42.994224","-81.257846",,,,,,false,"4",Central_London
OXFOWEL1,"1356",Oxford at Wellington EB - #1356,,"42.996041","-81.251186",,,,,,false,"4",Central_London
QUEECLAR,"1442",Queens at Clarence Station WB - #1442,,"42.98575","-81.2479",,,,,,false,"4",Central_London
QUENRIDO,"1443",Queens at Ridout Station WB - #1443,,"42.98368","-81.254207",,,,,,false,"4",Central_London
RICHCENT,"1463",Richmond at Central SB - #1463,,"42.990176","-81.250873",,,,,,false,"4",Central_London
RICHDUF2,"1467",Richmond at Dufferin SB - #1467,,"42.98696","-81.250781",,,,,,false,"4",Central_London
RICHGREY,"1475",Richmond at Grey SB - #1475,,"42.976781","-81.246257",,,,,,false,"4",Central_London
RICHHOT1,"1478",Richmond north of Horton NB - #1478,,"42.979378","-81.247439",,,,,,false,"4",Central_London
RICHHOT2,"1479",Richmond at Horton SB - #1479,,"42.979296","-81.247519",,,,,,false,"4",Central_London
RICHHOT3,"1480",Richmond south of Horton NB - #1480,,"42.978707","-81.247083",,,,,,false,"4",Central_London
RICHHYM1,"1483",Richmond at Hyman NB - #1483,,"42.991222","-81.250886",,,,,,false,"4",Central_London
RICHKEN1,"1488",Richmond at Angel NB - #1488,,"42.988374","-81.250678",,,,,,false,"4",Central_London
RICHKEN2,"1489",Richmond at Kent SB - #1489,,"42.988156","-81.250752",,,,,,false,"4",Central_London
RICHKIN1,"1490",Richmond at King NB - #1490,,"42.98234","-81.2489",,,,,,false,"4",Central_London
RICHMILL,"1493",Richmond at Mill SB - #1493,,"42.992941","-81.251948",,,,,,false,"4",Central_London
RICHOXF2,"1495",Richmond at Oxford SB - #1495,,"42.994909","-81.252915",,,,,,false,"4",Central_London
RICHPALL,"1496",Richmond at Pall Mall NB - #1496,,"42.992773","-81.251649",,,,,,false,"4",Central_London
RICHQUEE,"1501",Richmond at Queens NB - #1501,,"42.985269","-81.25034",,,,,,false,"4",Central_London
RICHSIM1,"1509",Richmond at Simcoe NB - #1509,,"42.977308","-81.246413",,,,,,false,"4",Central_London
RIDOHORT,"1546",Ridout at Horton SB - #1546,,"42.977359","-81.251468",,,,,,false,"4",Central_London
RIDOYORK,"1558",Ridout at York SB - #1558,,"42.980443","-81.253033",,,,,,false,"4",Central_London
SOUTWATE,"1702",South at Waterloo St EB - #1702,,"42.976051","-81.23789",,,,,,false,"4",Central_London
SOUTWEL3,"1705",South at Wellington St EB - #1705,,"42.975453","-81.24009",,,,,,false,"4",Central_London
WELLDUFF,"1936",Wellington at  Dufferin St NB - #1936,,"42.987394","-81.246459",,,,,,false,"4",Central_London
WELLDUN2,"1938",Wellington at Dundas SB - #1938,,"42.98539","-81.24573",,,,,,false,"4",Central_London
WELLDUN3,"1939",Wellington at King Station NB - #1939,,"42.98437","-81.24483",,,,,,false,"4",Central_London
WELLGRE1,"1944",Wellington at Grey St NB - #1944,,"42.978105","-81.241688",,,,,,false,"4",Central_London
WELLGRE2,"1945",Wellington at Grey SB - #1945,,"42.977378","-81.241642",,,,,,false,"4",Central_London
WELLHOR1,"1947",Wellington at Horton Station NB - #1947,,"42.98049","-81.242866",,,,,,false,"4",Central_London
WELLHOR2,"1948",Wellington at Horton Station SB - #1948,,"42.979808","-81.242895",,,,,,false,"4",Central_London
WELLSOU1,"1968",Wellington at  South St NB - #1968,,"42.975691","-81.240519",,,,,,false,"4",Central_London
WELLSOU2,"1969",Wellington at South SB - #1969,,"42.975173","-81.240561",,,,,,false,"4",Central_London
YORKCOL1,"2157",York at Colborne EB - #2157,,"42.984043","-81.238324",,,,,,false,"4",Central_London
YORKCOL2,"2158",York at Colborne WB - #2158,,"42.98405","-81.23898",,,,,,false,"4",Central_London
YORKMAI1,"2163",York at Maitland EB - #2163,,"42.9849","-81.23529",,,,,,false,"4",Central_London
YORKMAI2,"2164",York at Maitland WB - #2164,,"42.98496","-81.23544",,,,,,false,"4",Central_London
YORKTHA1,"2170",York at Thames EB - #2170,,"42.979448","-81.255056",,,,,,false,"4",Central_London
YORKWAT1,"2172",York at Waterloo EB - #2172,,"42.983467","-81.240461",,,,,,false,"4",Central_London
YORKWAT2,"2173",York at Waterloo WB - #2173,,"42.983498","-81.240776",,,,,,false,"4",Central_London
YORKWIL1,"2175",York at William EB - #2175,,"42.985372","-81.233601",,,,,,false,"4",Central_London
YORKWIL2,"2176",York at William WB - #2176,,"42.985708","-81.232685",,,,,,false,"4",Central_London
DUFFWATS,"2218",Dufferin at Waterloo WB - #2218,,"42.98848","-81.24351",,,,,,false,"4",Central_London
HORTCOL1,"2239",Horton at Colborne WB - #2239,,"42.981884","-81.236955",,,,,,false,"4",Central_London
HORTCOL2,"2240",Horton at Colborne EB - #2240,,"42.981597","-81.237487",,,,,,false,"4",Central_London
SOUTHOSP,"2276",South at Colborne EB - #2276,,"42.976705","-81.235546",,,,,,false,"4",Central_London
HAMIWIL1,"2317",Hamilton at William EB - #2317,,"42.98227","-81.230895",,,,,,false,"4",Central_London
HAMIWIL2,"2318",Hamilton at William WB - #2318,,"42.98248","-81.231086",,,,,,false,"4",Central_London
ADELDUFR,"2690",Adelaide at Dufferin SB - #2690,,"42.991508","-81.23295",,,,,,false,"4",Central_London
KINGTALB,"2736",King at Talbot Station EB - #2736,,"42.98183","-81.25145",,,,,,false,"4",Central_London
QUEERIC1,"2737",Queens at Richmond 1 WB - #2737,,"42.98525","-81.24965",,,,,,false,"4",Central_London
RICHKIN4,"2740",Richmond at King SB - #2740,,"42.982623","-81.249175",,,,,,false,"4",Central_London
RICHQUE1,"2741",Richmond north of Queens SB - #2741,,"42.985098","-81.250438",,,,,,false,"4",Central_London
RICHQUE2,"2742",Richmond south of Queens SB - #2742,,"42.984459","-81.250107",,,,,,false,"4",Central_London
RIDOYOR2,"2743",Ridout at York NB - #2743,,"42.980336","-81.252865",,,,,,false,"4",Central_London
WATEKINS,"2744",Waterloo & King St SB - #2744,,"42.98422","-81.24188",,,,,,false,"4",Central_London
KINGWEL2,"2916",King at Wellington Station EB - #2916 ,,"42.983595","-81.244957",,,,,,false,"4",Central_London
KINGADE1,"2962",King at Adelaide Station EB - #2962,,"42.9873","-81.23149",,,,,,false,"4",Central_London
KINGADE2,"2963",King at Adelaide Station WB - #2963,,"42.98759","-81.23088",,,,,,false,"4",Central_London
QUEERIC2,"2971",Queens at Richmond 2 WB - #2971,,"42.985467","-81.248881",,,,,,false,"4",Central_London
YORKWEL1,"2976",York at Wellington WB - #2976,,"42.982713","-81.243891",,,,,,false,"4",Central_London
KINGBUR3,"2977",King at Burwell Station EB - #2977,,"42.98554","-81.23795",,,,,,false,"4",Central_London
KINGBUR4,"2978",King at Burwell Station WB - #2978,,"42.98558","-81.23827",,,,,,false,"4",Central_London
ALDEARD1,"114",Aldersbrook at Ardsley NB - #114,,"43.001538","-81.314869",,,,,,false,"1",Northwest
ALDEARD2,"115",Aldersbrook at Ardsley SB - #115,,"43.001494","-81.314973",,,,,,false,"1",Northwest
ALDEAURO,"116",Aldersbrook at Aurora SB - #116,,"42.993378","-81.307808",,,,,,false,"1",Northwest
ALDEBARR,"117",Aldersbrook at Barrydale SB - #117,,"42.993947","-81.311052",,,,,,false,"1",Northwest
ALDEBLA2,"119",Aldersbrook at Blackacres SB - #119,,"43.011434","-81.321682",,,,,,false,"1",Northwest
ALDEBLA3,"120",Aldersbrook north of Blackacres NB - #120,,"43.012055","-81.321538",,,,,,false,"1",Northwest
ALDEBRAN,"121",Aldersbrook at Brandy Lane NB - #121,,"42.994024","-81.311112",,,,,,false,"1",Northwest
ALDEBRU1,"122",Aldersbrook at Brunswick NB - #122,,"42.999184","-81.315359",,,,,,false,"1",Northwest
ALDEBRU2,"123",Aldersbrook at Brunswick SB - #123,,"42.999267","-81.31545",,,,,,false,"1",Northwest
ALDEGAI1,"126",Aldersbrook at Gainsborough NB - #126,,"43.003132","-81.315752",,,,,,false,"1",Northwest
ALDEGAI2,"127",Aldersbrook at Gainsborough SB - #127,,"43.003719","-81.316164",,,,,,false,"1",Northwest
ALDEHAW1,"128",Aldersbrook at Hawthorne NB - #128,,"43.006761","-81.318598",,,,,,false,"1",Northwest
ALDEHAW2,"129",Aldersbrook at Hawthorne SB - #129,,"43.006554","-81.318479",,,,,,false,"1",Northwest
ALDELAW1,"130",Aldersbrook at Lawson NB - #130,,"42.994294","-81.312784",,,,,,false,"1",Northwest
ALDELAW2,"131",Aldersbrook at Lawson SB - #131,,"42.994256","-81.312906",,,,,,false,"1",Northwest
ALDERAN1,"132",Aldersbrook at Ranchwood NB - #132,,"43.004819","-81.317311",,,,,,false,"1",Northwest
ALDEREX1,"134",Aldersbrook at Rexway NB - #134,,"43.008857","-81.320511",,,,,,false,"1",Northwest
ALDEREX2,"135",Aldersbrook at Rexway SB - #135,,"43.008817","-81.320612",,,,,,false,"1",Northwest
ALDESOCT,"136",Aldersbrook at Southcott Crt WB - #136,,"42.99338","-81.307674",,,,,,false,"1",Northwest
ALDESPR1,"137",Aldersbrook at Brandy Ln N Leg NB - #137,,"42.996819","-81.314796",,,,,,false,"1",Northwest
ALDESPR2,"138",Aldersbrook at Brandy Ln SB - #138,,"42.996742","-81.314911",,,,,,false,"1",Northwest
ALUMHAL1,"141",Alumni Hall EB - #141,,"43.006041","-81.274944",,,,,,false,"1",Northwest
ALUMHAL2,"142",Alumni Hall WB - #142,,"43.006319","-81.275351",,,,,,false,"1",Northwest
BEAVBLYT,"224",Beaverbrook at Blythwood WB - #224,,"42.989057","-81.298029",,,,,,false,"1",Northwest
BEAVHORI,"225",Beaverbrook at Horizon WB - #225,,"42.990733","-81.292312",,,,,,false,"1",Northwest
BEAVOXF1,"226",Beaverbrook at Oxford NB - #226,,"42.987086","-81.281034",,,,,,false,"1",Northwest
BEAVOXF2,"227",Beaverbrook at Oxford SB - #227,,"42.986911","-81.281009",,,,,,false,"1",Northwest
BEAVWOND,"228",Beaverbrook at Wonderland WB - #228,,"42.990017","-81.294785",,,,,,false,"1",Northwest
BLACEDG2,"262",Blackacres at Edgehill Cres 1 WB - #262,,"43.0109","-81.31129",,,,,,false,"1",Northwest
BLACEDG4,"263",Blackacres at Edgehill Cres WB - #263,,"43.012802","-81.315024",,,,,,false,"1",Northwest
BLACHOM2,"265",Blackacres at Hawthorne NB - #265,,"43.009442","-81.310468",,,,,,false,"1",Northwest
BLACWOND,"267",Blackacres at Wonderland WB - #267,,"43.009924","-81.306375",,,,,,false,"1",Northwest
BLACWWA2,"269",Blackacres at Winding Way WB - #269,,"43.012349","-81.319429",,,,,,false,"1",Northwest
CAPUBLSM,"321",Capulet Lane at Blacksmith SB - #321,,"42.987537","-81.299896",,,,,,false,"1",Northwest
CAPUCAPW,"322",Capulet Lane at Capulet Walk SB - #322,,"42.985177","-81.298375",,,,,,false,"1",Northwest
CHERCHBL,"371",Cherryhill at Cherryhill Blvd WB - #371,,"42.99116","-81.277868",,,,,,false,"1",Northwest
CHERCHC1,"372",Cherryhill at Cherryhill Blvd NB - #372,,"42.990935","-81.277884",,,,,,false,"1",Northwest
CHERCHC3,"374",Cherryhill east of Cherryhill Cir EB - #374,,"42.99177","-81.275942",,,,,,false,"1",Northwest
CHERCHC4,"375",160 Cherryhill Place - #375,,"42.991975","-81.275413",,,,,,false,"1",Northwest
CHEROXF1,"378",Cherryhill north of Oxford 1 NB - #378,,"42.989354","-81.276458",,,,,,false,"1",Northwest
CHEROXF2,"379",Cherryhill at Oxford SB - #379,,"42.989064","-81.276488",,,,,,false,"1",Northwest
CHERPLA1,"381",Cherryhill at Platts Lane EB - #381,,"42.99171","-81.273521",,,,,,false,"1",Northwest
CHERPLA2,"382",Cherryhill at Platts Lane WB - #382,,"42.991829","-81.273316",,,,,,false,"1",Northwest
DELAHAL2,"509",Delaware Hall SB - #509,,"43.008569","-81.269757",,,,,,false,"1",Northwest
DELAHALL,"510",Delaware Hall NB - #510,,"43.008818","-81.26958",,,,,,false,"1",Northwest
FARRPROU,"717",Farrah at Proudfoot EB - #717,,"42.986899","-81.289859",,,,,,false,"1",Northwest
GAINWON1,"756",Sherwood Forest Mall EB - #756,,"43.006225","-81.306097",,,,,,false,"1",Northwest
GAINWON2,"757",Sherwood Forest Mall WB - #757,,"43.006698","-81.304967",,,,,,false,"1",Northwest
HYDEFIG1,"1026",Hyde Park at Fiddlers Green NB - #1026,,"42.971772","-81.316912",,,,,,false,"1",Northwest
HYDEFIG2,"1027",Hyde Park at Fiddlers Green SB - #1027,,"42.971742","-81.317032",,,,,,false,"1",Northwest
HYDEIVAN,"1028",Hyde Park at Ivanhill NB - #1028,,"42.981119","-81.323053",,,,,,false,"1",Northwest
HYDEOXF1,"1029",Hyde Park south of Oxford NB - #1029,,"42.97504","-81.320034",,,,,,false,"1",Northwest
HYDEOXF2,"1030",Hyde Park at Oxford SB - #1030,,"42.975361","-81.320346",,,,,,false,"1",Northwest
HYDERIVE,"1031",Hyde Park at Riverside NB - #1031,,"42.965014","-81.315052",,,,,,false,"1",Northwest
HYDEVALE,"1032",Hyde Park at Valetta NB - #1032,,"42.96904","-81.316032",,,,,,false,"1",Northwest
KINGOAK1,"1084",Kingsway at Oakridge EB - #1084,,"42.977778","-81.294035",,,,,,false,"1",Northwest
KINGOAK2,"1085",Kingsway at Oakridge WB - #1085,,"42.977689","-81.294624",,,,,,false,"1",Northwest
KINGWON1,"1091",Kingsway at Wonderland EB - #1091,,"42.978802","-81.290458",,,,,,false,"1",Northwest
KINGWON2,"1092",Kingsway at Wonderland WB - #1092,,"42.978844","-81.290607",,,,,,false,"1",Northwest
LAMBMID1,"1104",Talbot College NB - #1104,,"43.007611","-81.269936",,,,,,false,"1",Northwest
LAWSBAN1,"1107",Lawson at Banting EB - #1107,,"42.999543","-81.304563",,,,,,false,"1",Northwest
LAWSBAN2,"1108",Lawson at Banting WB - #1108,,"42.999634","-81.304529",,,,,,false,"1",Northwest
LAWSDENL,"1109",Lawson at Denlaw EB - #1109,,"42.997874","-81.306513",,,,,,false,"1",Northwest
LAWSLIMB,"1110",Lawson at Limberlost WB - #1110,,"42.99789","-81.306596",,,,,,false,"1",Northwest
LIMBARD1,"1118",Limberlost at Ardsley NB - #1118,,"43.00247","-81.309096",,,,,,false,"1",Northwest
LIMBARD2,"1119",Limberlost north of Ardsley SB - #1119,,"43.002366","-81.309254",,,,,,false,"1",Northwest
LIMBARD3,"1120",Limberlost between Lawson and Ardsley NB - #1120,,"42.999973","-81.308371",,,,,,false,"1",Northwest
LIMBARD4,"1121",Limberlost south of Ardsley SB - #1121,,"42.999916","-81.308442",,,,,,false,"1",Northwest
LIMBGAI1,"1124",Limberlost at Gainsborough NB - #1124,,"43.005037","-81.309399",,,,,,false,"1",Northwest
LIMBGAI2,"1125",Limberlost at Gainsborough SB - #1125,,"43.004912","-81.309452",,,,,,false,"1",Northwest
MIDDPERT,"1173",Talbot College - #1173,,"43.008224","-81.270543",,,,,,false,"1",Northwest
NATSCI,"1222",Natural Science - #1222,,"43.010172","-81.273174",,,,,,false,"1",Northwest
OXFOANDR,"1262",Oxford at St. Andrews EB - #1262,,"42.992511","-81.262967",,,,,,false,"1",Northwest
OXFOBEA1,"1263",Oxford at Beaverbrook EB - #1263,,"42.987116","-81.281374",,,,,,false,"1",Northwest
OXFOBEA2,"1264",Oxford west of Beaverbrook WB - #1264,,"42.986398","-81.284148",,,,,,false,"1",Northwest
OXFOBEA4,"1265",Oxford east of Beaverbrook WB - #1265,,"42.987331","-81.280986",,,,,,false,"1",Northwest
OXFOBRI1,"1266",Oxford at Britannia EB - #1266,,"42.989831","-81.272053",,,,,,false,"1",Northwest
OXFOCAP1,"1268",Oxford at Capulet Lane EB - #1268,,"42.982657","-81.296316",,,,,,false,"1",Northwest
OXFOCAP2,"1269",Oxford at Capulet Lane WB - #1269,,"42.983137","-81.295367",,,,,,false,"1",Northwest
OXFOCHE1,"1270",Chelsey Park Retirement Home - #1270,,"42.988137","-81.277858",,,,,,false,"1",Northwest
OXFOCHE2,"1271",Oxford at Cherryhill Blvd WB - #1271,,"42.988906","-81.275677",,,,,,false,"1",Northwest
OXFOCHE3,"1272",Oxford at Cherryhill Blvd EB - #1272,,"42.988555","-81.276434",,,,,,false,"1",Northwest
OXFOFERN,"1290",Oxford at Fernely WB - #1290,,"42.991842","-81.26563",,,,,,false,"1",Northwest
OXFOFID1,"1291",Oxford at Fiddlers Green EB - #1291,,"42.976309","-81.318179",,,,,,false,"1",Northwest
OXFOFID2,"1292",Oxford at Fiddlers Green WB - #1292,,"42.976606","-81.317731",,,,,,false,"1",Northwest
OXFOFRE1,"1294",Oxford at Freele EB - #1294,,"42.978416","-81.310941",,,,,,false,"1",Northwest
OXFOFRE2,"1295",Oxford at Freele WB - #1295,,"42.978637","-81.310731",,,,,,false,"1",Northwest
OXFOGRAC,"1303",Oxford & Grace St WB - #1303,,"42.992617","-81.262911",,,,,,false,"1",Northwest
OXFOGUI1,"1304",Oxford at Guildwood Gate EB - #1304,,"42.97745","-81.314125",,,,,,false,"1",Northwest
OXFOGUI2,"1305",Oxford at Guildwood Blvd WB - #1305,,"42.980049","-81.305883",,,,,,false,"1",Northwest
OXFOGUI3,"1306",Oxford at Guildwood Gate WB - #1306,,"42.977515","-81.314731",,,,,,false,"1",Northwest
OXFOHYD1,"1311",Oxford at Hyde Park EB - #1311,,"42.975591","-81.320655",,,,,,false,"1",Northwest
OXFOHYD2,"1312",Oxford at Hyde Park WB - #1312,,"42.975275","-81.322369",,,,,,false,"1",Northwest
OXFOJUNI,"1316",Oxford at Juniper EB - #1316,,"42.979571","-81.30685",,,,,,false,"1",Northwest
OXFOLAR1,"1317",Oxford at Laruel EB - #1317,,"42.98131","-81.300912",,,,,,false,"1",Northwest
OXFOLAR2,"1318",Oxford at Laurel WB - #1318,,"42.981567","-81.30059",,,,,,false,"1",Northwest
OXFOOLH1,"1324",Oxford at Old Hunt EB - #1324,,"42.972605","-81.331086",,,,,,false,"1",Northwest
OXFOOLH2,"1325",Oxford at Old Hunt WB - #1325,,"42.972682","-81.331109",,,,,,false,"1",Northwest
OXFOPLAT,"1326",Oxford at Platts Lane WB - #1326,,"42.989933","-81.272489",,,,,,false,"1",Northwest
OXFOPRO1,"1327",Oxford at Proudfoot Lane EB - #1327,,"42.985262","-81.287429",,,,,,false,"1",Northwest
OXFOPRO2,"1328",Oxford at Proudfoot WB - #1328,,"42.985491","-81.287381",,,,,,false,"1",Northwest
OXFORAT1,"1331",Oxford at Rathowen EB - #1331,,"42.990925","-81.268407",,,,,,false,"1",Northwest
OXFORAT2,"1332",Oxford at Rathowen WB - #1332,,"42.991005","-81.268365",,,,,,false,"1",Northwest
OXFOROY1,"1337",Oxford at Royal York EB - #1337,,"42.974746","-81.323709",,,,,,false,"1",Northwest
OXFOROY2,"1338",Oxford at Royal York WB - #1338,,"42.974646","-81.324364",,,,,,false,"1",Northwest
OXFOROY3,"1339",St Aidens Church - #1339,,"42.973813","-81.326909",,,,,,false,"1",Northwest
OXFOROY4,"1340",Marie Curie School - #1340,,"42.973802","-81.327313",,,,,,false,"1",Northwest
OXFOSAN1,"1341",Oxford at Sanatorium EB - #1341,,"42.971955","-81.333339",,,,,,false,"1",Northwest
OXFOWHA1,"1358",Oxford at Wharncliffe EB - #1358,,"42.992073","-81.264464",,,,,,false,"1",Northwest
OXFOWHA2,"1359",Oxford at Wharncliffe WB - #1359,,"42.992133","-81.264637",,,,,,false,"1",Northwest
OXFOWON1,"1363",Oxford at Wonderland EB - #1363,,"42.984173","-81.29128",,,,,,false,"1",Northwest
OXFOWON2,"1364",Oxford at Wonderland WB - #1364,,"42.984031","-81.292317",,,,,,false,"1",Northwest
PLATCHE1,"1389",Platts Lane at Cherryhill Place NB - #1389,,"42.99222","-81.27299",,,,,,false,"1",Northwest
PLATCHE2,"1390",Platts Lane at Cherryhill Place SB - #1390,,"42.991966","-81.273038",,,,,,false,"1",Northwest
PLATOXF1,"1391",Platts Lane at Oxford NB - #1391,,"42.990499","-81.272074",,,,,,false,"1",Northwest
PLATOXF2,"1392",Platts Lane at Oxford SB - #1392,,"42.990316","-81.272041",,,,,,false,"1",Northwest
PLATTRO1,"1393",Platts Lane at Trott NB - #1393,,"42.995535","-81.274696",,,,,,false,"1",Northwest
PLATTRO2,"1394",Platts Lane at Trott SB - #1394,,"42.995009","-81.274594",,,,,,false,"1",Northwest
PROUBEA1,"1423",Proudfoot at Beaverbrook EB - #1423,,"42.984089","-81.281458",,,,,,false,"1",Northwest
PROUBEA2,"1424",Proudfoot at Beaverbrook WB - #1424,,"42.984185","-81.28149",,,,,,false,"1",Northwest
PROUBEA3,"1425",Proudfoot at Beaverbrook SB - #1425,,"42.989486","-81.290155",,,,,,false,"1",Northwest
PROUFAR1,"1427",Proudfoot north of Farrah NB - #1427,,"42.988837","-81.289729",,,,,,false,"1",Northwest
PROUFAR2,"1428",Proudfoot at Farrah SB - #1428,,"42.98627","-81.288546",,,,,,false,"1",Northwest
PROUFAR3,"1429",Proudfoot at Farrah NB - #1429,,"42.987136","-81.288882",,,,,,false,"1",Northwest
PROUOXF1,"1430",Proudfoot north of Oxford NB - #1430,,"42.9861","-81.288366",,,,,,false,"1",Northwest
PROUOXF2,"1431",Proudfoot at Oxford SB - #1431,,"42.984805","-81.287837",,,,,,false,"1",Northwest
PROUOXF3,"1432",Proudfoot south of Oxford NB - #1432,,"42.984669","-81.28764",,,,,,false,"1",Northwest
RIVEANT1,"1562",Riverside at St. Anthony EB - #1562,,"42.962403","-81.323363",,,,,,false,"1",Northwest
RIVEANT2,"1563",Riverside at St. Anthony WB - #1563,,"42.962511","-81.323507",,,,,,false,"1",Northwest
RIVEBEA1,"1564",Riverside at Beaverbrook EB - #1564,,"42.980089","-81.278145",,,,,,false,"1",Northwest
