stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,id,Name
FANSLOU2,"702",Fanshawe at Louise WB - #702,,"43.024713","-81.289437",,,,,,false,"2",Northeast
FANSMCLE,"703",Fanshawe at McLean WB - #703,,"43.041634","-81.232485",,,,,,false,"2",Northeast
FANSNCR1,"704",Fanshawe west of North Centre EB - #704,,"43.028057","-81.277532",,,,,,false,"2",Northeast
FANSNCR2,"705",Fanshawe west of North Centre WB - #705,,"43.028239","-81.277573",,,,,,false,"2",Northeast
FANSNCR3,"706",Fanshawe east of North Centre EB - #706,,"43.028932","-81.274472",,,,,,false,"2",Northeast
FANSNCR4,"707",Fanshawe east of North Centre WB - #707,,"43.026276","-81.284527",,,,,,false,"2",Northeast
FANSPHIL,"708",Fanshawe at Phillbrook WB - #708,,"43.032115","-81.264402",,,,,,false,"2",Northeast
FANSRIC1,"709",Fanshawe east of Richmond EB - #709,,"43.027429","-81.27953",,,,,,false,"2",Northeast
FANSSTO1,"711",Fanshawe at Stoneybrook East EB - #711,,"43.033409","-81.25933",,,,,,false,"2",Northeast
FANSSTO2,"712",Fanshawe at Stoneybrook East WB - #712,,"43.033749","-81.258955",,,,,,false,"2",Northeast
FANSSTO3,"713",Fanshawe at Stoneybrook West EB - #713,,"43.032203","-81.263454",,,,,,false,"2",Northeast
GRENADEL,"800",Grenfell at Adelaide WB - #800,,"43.038129","-81.256174",,,,,,false,"2",Northeast
GRENGREN,"801",Grenfell at Grenfell Cr WB - #801,,"43.03882","-81.251795",,,,,,false,"2",Northeast
GRENMIDA,"803",Grenfell at Midale WB - #803,,"43.040496","-81.248311",,,,,,false,"2",Northeast
HASTCHA1,"889",Hastings at Chambers NB - #889,,"43.037134","-81.270738",,,,,,false,"2",Northeast
HASTCHA2,"890",Hastings at Chambers SB - #890,,"43.037031","-81.270715",,,,,,false,"2",Northeast
HASTDONY,"891",Hastings at Donnybrook NB - #891,,"43.032086","-81.268232",,,,,,false,"2",Northeast
HASTVIR1,"892",Hastings at Virginia NB - #892,,"43.034071","-81.269268",,,,,,false,"2",Northeast
HIGBKIAR,"914",Highbury at Killarney SB - #914,,"43.039184","-81.225139",,,,,,false,"2",Northeast
MASOSTO1,"1140",Masonville Place Stop #1 - #1140,,"43.025446","-81.281591",,,,,,false,"2",Northeast
MASOSTO2,"1141",Masonville Place Stop #2 - #1141,,"43.025666","-81.281723",,,,,,false,"2",Northeast
MASOSTO3,"1142",Masonville Place Stop #3 - #1142,,"43.02586","-81.281823",,,,,,false,"2",Northeast
MASOSTO4,"1143",Masonville Place Stop #4 - #1143,,"43.025883","-81.28161",,,,,,false,"2",Northeast
MASOSTO5,"1144",Masonville Place Stop #5 - #1144,,"43.02566","-81.2815",,,,,,false,"2",Northeast
MASOSTO6,"1145",Masonville Place Stop #6 - #1145,,"43.025437","-81.281381",,,,,,false,"2",Northeast
PHILPHIL,"1383",Phillbrook at Phillbrook - #1383,,"43.037281","-81.263101",,,,,,false,"2",Northeast
PHILSILV,"1385",Phillbrook at Silverbrook WB - #1385,,"43.038474","-81.258745",,,,,,false,"2",Northeast
RICHCANT,"1460",Richmond at Canterbury NB - #1460,,"43.019282","-81.277079",,,,,,false,"2",Northeast
RICHJACK,"1485",Richmond at Jacksway SB - #1485,,"43.023201","-81.28093",,,,,,false,"2",Northeast
RICHSHAV,"1508",Richmond at Shavian SB - #1508,,"43.021409","-81.279995",,,,,,false,"2",Northeast
RICHSUNN,"1511",Richmond at Sunnyside NB - #1511,,"43.02172","-81.279942",,,,,,false,"2",Northeast
RICHWEC1,"1516",Richmond at Westchester NB - #1516,,"43.018073","-81.274989",,,,,,false,"2",Northeast
RICHWES2,"1518",Richmond at Western SB - #1518,,"43.019685","-81.278143",,,,,,false,"2",Northeast
RICHWES4,"1519",1548 Richmond - #1519,,"43.018984","-81.276938",,,,,,false,"2",Northeast
RICHWIN1,"1520",Richmond north of Windermere NB - #1520,,"43.016808","-81.272741",,,,,,false,"2",Northeast
RICHWIN2,"1521",Richmond at Windermere SB - #1521,,"43.015204","-81.270279",,,,,,false,"2",Northeast
RICHWYND,"1523",Richmond at Wyndham Gate SB - #1523,,"43.017966","-81.275139",,,,,,false,"2",Northeast
SKYLCHAM,"1662",Skyline at Chambers EB - #1662,,"43.041714","-81.27174",,,,,,false,"2",Northeast
SOWEFADA,"1723",South Wenige at Father Dalton Ave WB - #1723,,"43.046634","-81.24536",,,,,,false,"2",Northeast
SOWEMARI,"1724",South Wenige at Marigold St NB - #1724,,"43.046064","-81.251868",,,,,,false,"2",Northeast
SOWESAV1,"1725",South Wenige at Savannah Dr SB - #1725,,"43.051188","-81.243668",,,,,,false,"2",Northeast
SOWESAV2,"1726",South Wenige Between Savannah & Nicole WB - #1726,,"43.048447","-81.243185",,,,,,false,"2",Northeast
SOWESUNN,"1727",South Wenige at Sunningdale NB - #1727,,"43.048287","-81.25293",,,,,,false,"2",Northeast
THISBKW1,"1773",Thistlewood at Blackwater EB - #1773,,"43.044314","-81.25747",,,,,,false,"2",Northeast
WESTAMB1,"1983",Western at Ambleside Dr NB - #1983,,"43.01718","-81.27753",,,,,,false,"2",Northeast
WESTAMB2,"1984",Western at Ambleside Dr SB - #1984,,"43.018039","-81.278181",,,,,,false,"2",Northeast
WINDADE1,"2076",703 Windermere EB - #2076,,"43.022076","-81.252742",,,,,,false,"2",Northeast
WINDADE2,"2077",Windermere at Adelaide WB - #2077,,"43.022906","-81.250098",,,,,,false,"2",Northeast
WINDDOO2,"2080",Windermere at Doon Dr  2 WB - #2080,,"43.020433","-81.258534",,,,,,false,"2",Northeast
WINDDOO3,"2081",655 - 665 Windermere EB - #2081,,"43.021409","-81.254996",,,,,,false,"2",Northeast
WINDDOO4,"2082",Windermere at Doon Dr 1 WB - #2082,,"43.02117","-81.25609",,,,,,false,"2",Northeast
WINDRIC1,"2083",Windermere at Richmond EB - #2083,,"43.016099","-81.272653",,,,,,false,"2",Northeast
WINDRIC2,"2084",Windermere at Richmond  WB - #2084,,"43.016058","-81.273063",,,,,,false,"2",Northeast
WINDTAL1,"2085",Windermere at Tallwood EB - #2085,,"43.017334","-81.269007",,,,,,false,"2",Northeast
WINDTAL2,"2086",Windermere at Tallwood WB - #2086,,"43.017494","-81.268651",,,,,,false,"2",Northeast
ADELWILL,"2186",Adelaide at Willowdale SB - #2186,,"43.02927","-81.251929",,,,,,false,"2",Northeast
AMBLGRN2,"2190",Ambleside at Grangeover WB - #2190,,"43.016439","-81.290811",,,,,,false,"2",Northeast
FANSDER1,"2227",Fanshawe at Derwent EB - #2227,,"43.02276","-81.29546",,,,,,false,"2",Northeast
HASTVIR2,"2233",Hastings at Virginia SB - #2233,,"43.034144","-81.269371",,,,,,false,"2",Northeast
PINNFAN1,"2259",Pinnacle Parkway at Fanshawe NB - #2259,,"43.021158","-81.299333",,,,,,false,"2",Northeast
WINDDOO1,"2304",Windermere at Doon  EB - #2304,,"43.020432","-81.258271",,,,,,false,"2",Northeast
BLUESUN1,"2309",Bluebell at Sunningdale NB - #2309,,"43.042783","-81.273013",,,,,,false,"2",Northeast
PHILBILL,"2352",Phillbrook at Billybrook - #2352,,"43.035213","-81.26481",,,,,,false,"2",Northeast
SOWEMCCA,"2433",South Wenige at McCallum WB - #2433,,"43.044845","-81.249525",,,,,,false,"2",Northeast
SUNNGOUG,"2434",Sunningdale at Gough EB - #2434,,"43.050511","-81.247662",,,,,,false,"2",Northeast
THISSWEN,"2435",Thistlewood at South Wenige EB - #2435,,"43.046989","-81.253405",,,,,,false,"2",Northeast
FANSGLE3,"2469",Fanshawe at Glenora EB - #2469,,"43.039771","-81.2382",,,,,,false,"2",Northeast
FANSMCL3,"2470",Fanshawe at Stackhouse EB - #2470,,"43.040448","-81.235822",,,,,,false,"2",Northeast
GLENGLE2,"2472",Glenora at Glengarry WB - #2472,,"43.031788","-81.243471",,,,,,false,"2",Northeast
GLENGLV2,"2473",Glenora at Glenview WB - #2473,,"43.030324","-81.247323",,,,,,false,"2",Northeast
GLENMCG1,"2474",Glenora at McGill WB - #2474,,"43.03344","-81.23894",,,,,,false,"2",Northeast
GLENRID2,"2475",Glenora at Rideau WB - #2475,,"43.035027","-81.236915",,,,,,false,"2",Northeast
FANSDERW,"2512",Fanshawe at Derwent WB - #2512,,"43.023108","-81.294879",,,,,,false,"2",Northeast
DOONMUS3,"2549",Doon north of Muskoka NB - #2549,,"43.022923","-81.260715",,,,,,false,"2",Northeast
ADELBLAC,"2693",Adelaide at Blackwater SB - #2693,,"43.044659","-81.259913",,,,,,false,"2",Northeast
SUNNADE2,"2697",Sunningdale at Adelaide WB - #2697,,"43.046477","-81.26173",,,,,,false,"2",Northeast
SUNNBLAC,"2699",Sunningdale at Blackwater EB - #2699,,"43.045234","-81.26551",,,,,,false,"2",Northeast
SUNNYMCA,"2700",Sunningdale at YMCA WB - #2700,,"43.047611","-81.257938",,,,,,false,"2",Northeast
FANSHIG2,"2704",Fanshawe at Highbury WB - #2704,,"43.04272","-81.22893",,,,,,false,"2",Northeast
GENGRE2,"2705",Grenfell at Grenfell Cres NB - #2705,,"43.038941","-81.249265",,,,,,false,"2",Northeast
GRENADE2,"2706",Grenfell at Adelaide EB - #2706,,"43.03817","-81.255708",,,,,,false,"2",Northeast
GRENLAI2,"2707",Grenfell at Laing EB - #2707,,"43.03879","-81.252709",,,,,,false,"2",Northeast
GRENMID1,"2708",Grenfell at Midale NB - #2708,,"43.040411","-81.248328",,,,,,false,"2",Northeast
GRENTRO1,"2709",Grenfell at Trossacks EB - #2709,,"43.042841","-81.24634",,,,,,false,"2",Northeast
HIGHKIL2,"2711",Highbury at Killarney NB - #2711,,"43.039406","-81.224896",,,,,,false,"2",Northeast
PHILBIL2,"2713",Phillbrook at Billybrook NB 1 - #2713,,"43.035063","-81.26471",,,,,,false,"2",Northeast
PHILBIL3,"2714",Phillbrook at Billybrook NB 2 - #2714,,"43.037259","-81.263054",,,,,,false,"2",Northeast
PHILDON2,"2715",Phillbrook at Donnybrook NB - #2715,,"43.033056","-81.26439",,,,,,false,"2",Northeast
PHILPEN2,"2716",Phillbrook at Pennybrook EB - #2716,,"43.038484","-81.259974",,,,,,false,"2",Northeast
FANSMCL1,"2732",Fanshawe at McLean EB - #2732,,"43.041596","-81.231737",,,,,,false,"2",Northeast
FANSSTAC,"2734",Fanshawe at Stackhouse WB - #2734,,"43.04059","-81.236044",,,,,,false,"2",Northeast
SUNNCANV,"2750",Sunningdale at Canvas Way WB - #2750,,"43.043604","-81.271192",,,,,,false,"2",Northeast
ADELGLE1,"2779",Adelaide at Glenora SB - #2779,,"43.028772","-81.251725",,,,,,false,"2",Northeast
AMBECORL,"2780",Ambleside at Corley FS SB - #2780,,"43.016003","-81.285717",,,,,,false,"2",Northeast
AMBEGRAN,"2781",Ambleside at Grangeover Cres NS SB - #2781,,"43.016308","-81.290829",,,,,,false,"2",Northeast
AMBEHESK,"2782",Ambleside at Hesketh NS SB - #2782,,"43.019092","-81.292747",,,,,,false,"2",Northeast
AMBEHILL,"2783",Ambleside at Hillside NS SB - #2783,,"43.017327","-81.281341",,,,,,false,"2",Northeast
AMBEWTHA,"2784",Ambleside at Whitehaven NS SB - #2784,,"43.020914","-81.294322",,,,,,false,"2",Northeast
FANSFREE,"2830",Fanshawe at Freemont WB - #2830,,"43.036392","-81.250153",,,,,,false,"2",Northeast
FANSRIC4,"2831",Fanshawe at Richmond EB - #2831,,"43.026756","-81.282094",,,,,,false,"2",Northeast
FANSRIC5,"2832",Fanshawe at Richmond WB - #2832,,"43.02702","-81.282138",,,,,,false,"2",Northeast
FANSTRO3,"2833",Fanshawe at Trossacks FS EB - #2833,,"43.038004","-81.243949",,,,,,false,"2",Northeast
FANSTRO4,"2834",Fanshawe at Trossacks FS WB - #2834,,"43.038011","-81.24474",,,,,,false,"2",Northeast
GLENFANS,"2839",Glenora at Fanshawe SB - #2839,,"43.039197","-81.238956",,,,,,false,"2",Northeast
GLENGLE4,"2840",Glenora at Glengarry EB - #2840,,"43.031786","-81.243307",,,,,,false,"2",Northeast
GLENMCL1,"2841",Glenora at McLean NB - #2841,,"43.036837","-81.236716",,,,,,false,"2",Northeast
GLENMCL2,"2842",Glenora at McLean SB - #2842,,"43.037156","-81.237099",,,,,,false,"2",Northeast
GLENRID1,"2843",Glenora at Rideau EB - #2843,,"43.034064","-81.237431",,,,,,false,"2",Northeast
GRENDEV1,"2844",Grenfell at Devos EB - #2844,,"43.043682","-81.243259",,,,,,false,"2",Northeast
GRENDEVO,"2845",Grenfell at Devos WB - #2845,,"43.043804","-81.243271",,,,,,false,"2",Northeast
GRENSTA1,"2846",Grenfell at Stackhouse WB - #2846,,"43.044562","-81.23994",,,,,,false,"2",Northeast
GRENSTAC,"2847",Grenfell at Stackhouse EB - #2847,,"43.044568","-81.239735",,,,,,false,"2",Northeast
GRENTROS,"2848",Grenfell at Trossacks WB - #2848,,"43.043026","-81.245849",,,,,,false,"2",Northeast
PINNFANS,"2858",Pinnacle at Fanshawe FS SB - #2858,,"43.021126","-81.299463",,,,,,false,"2",Northeast
RICHNCR1,"2871",Richmond at North Centre FS NB - #2871,,"43.029675","-81.284077",,,,,,false,"2",Northeast
RICHNCRE,"2872",Richmond at North Centre FS SB - #2872,,"43.028753","-81.28395",,,,,,false,"2",Northeast
RICHPLNE,"2874",Richmond at Plane Tree FS SB - #2874,,"43.032019","-81.285629",,,,,,false,"2",Northeast
RICHWES3,"2876",Richmond at Western 2 SB - #2876,,"43.020209","-81.279239",,,,,,false,"2",Northeast
RICHWEST,"2877",Richmond at Western NB - #2877,,"43.02064","-81.27922",,,,,,false,"2",Northeast
STACFAN1,"2879",Stackhouse at Fanshawe SB - #2879,,"43.041031","-81.23494",,,,,,false,"2",Northeast
STACFANS,"2910",STACKHOUSE at  FANSHAWE NB - #2910,,"43.041173","-81.234836",,,,,,false,"2",Northeast
ADELCHE1,"24",Adelaide at Cheapside NB - #24,,"43.00647","-81.240181",,,,,,false,"3",Inner_City_North
ADELCHE2,"25",Adelaide at Cheapside SB - #25,,"43.005866","-81.240088",,,,,,false,"3",Inner_City_North
ADELGRO1,"34",Adelaide at Grosvenor NB - #34,,"43.004337","-81.239172",,,,,,false,"3",Inner_City_North
ADELGRO2,"35",Adelaide at Grosvenor SB - #35,,"43.004249","-81.239265",,,,,,false,"3",Inner_City_North
ADELHUR1,"39",Adelaide at Huron  NB - #39,,"43.012606","-81.243443",,,,,,false,"3",Inner_City_North
ADELHUR2,"40",Adelaide at Huron SB - #40,,"43.011146","-81.24272",,,,,,false,"3",Inner_City_North
ADELHUR5,"42",Opposite 1145 Adelaide NB - #42,,"43.015827","-81.245032",,,,,,false,"3",Inner_City_North
ADELKIP1,"43",Adelaide north of Kipps Lane  NB - #43,,"43.018099","-81.246148",,,,,,false,"3",Inner_City_North
ADELKIP2,"44",Adelaide north of Kipps Lane SB - #44,,"43.01775","-81.24618",,,,,,false,"3",Inner_City_North
ADELKIP6,"47",Adelaide south of Kipps Lane 2 SB - #47,,"43.014658","-81.244642",,,,,,false,"3",Inner_City_North
ADELOXF1,"67",Adelaide at Oxford  NB - #67,,"43.00054","-81.23728",,,,,,false,"3",Inner_City_North
ADELOXF2,"68",Adelaide at Oxford SB - #68,,"43.000449","-81.237393",,,,,,false,"3",Inner_City_North
ADELREG1,"74",Adelaide at Regent NB - #74,,"43.010802","-81.242321",,,,,,false,"3",Inner_City_North
ADELSJA1,"78",Adelaide at St. James NB - #78,,"43.002071","-81.238032",,,,,,false,"3",Inner_City_North
ADELSJA2,"79",Adelaide at St. James SB - #79,,"43.002171","-81.238249",,,,,,false,"3",Inner_City_North
ADELVIC1,"87",Adelaide at Victoria NB - #87,,"43.008164","-81.241064",,,,,,false,"3",Inner_City_North
ADELVIC2,"88",Adelaide at Victoria SB - #88,,"43.008394","-81.241297",,,,,,false,"3",Inner_City_North
BARKHURO,"176",Barker at Huron SB - #176,,"43.016179","-81.232",,,,,,false,"3",Inner_City_North
BRIAHURO,"300",Briarhill at Huron SB - #300,,"43.016976","-81.226235",,,,,,false,"3",Inner_City_North
BRIAMEL2,"302",Briarhill north of Melsandra SB - #302,,"43.02038","-81.227859",,,,,,false,"3",Inner_City_North
BRYDHIG2,"308",Brydges at Highbury WB - #308,,"42.989103","-81.199763",,,,,,false,"3",Inner_City_North
BRYDHIG3,"309",Brydges at Highbury  EB - #309,,"42.989035","-81.19957",,,,,,false,"3",Inner_City_North
CHEAADE1,"344",Cheapside at Adelaide EB - #344,,"43.006237","-81.239049",,,,,,false,"3",Inner_City_North
CHEAADE2,"345",Cheapside west of Adelaide WB - #345,,"43.006102","-81.240697",,,,,,false,"3",Inner_City_North
CHEAADE4,"346",Cheapside east of Adelaide WB - #346,,"43.006567","-81.23826",,,,,,false,"3",Inner_City_North
CHEABARK,"348",Cheapside at Barker EB - #348,,"43.009427","-81.22825",,,,,,false,"3",Inner_City_North
CHEABOU1,"349",Cheapside at Boullee EB - #349,,"43.010127","-81.225877",,,,,,false,"3",Inner_City_North
CHEABOU2,"350",Cheapside at Boullee WB - #350,,"43.010344","-81.225389",,,,,,false,"3",Inner_City_North
CHEABRA1,"351",Cheapside at Brampton EB - #351,,"43.007764","-81.233993",,,,,,false,"3",Inner_City_North
CHEACOL2,"353",Cheapside at Colborne WB - #353,,"43.003974","-81.248369",,,,,,false,"3",Inner_City_North
CHEAGAM1,"354",Cheapside at Gammage EB - #354,,"43.008605","-81.231088",,,,,,false,"3",Inner_City_North
CHEAGAM2,"355",Cheapside at Gammage WB - #355,,"43.008478","-81.23179",,,,,,false,"3",Inner_City_North
CHEAMAI1,"357",Cheapside at Maitland EB - #357,,"43.004728","-81.24527",,,,,,false,"3",Inner_City_North
CHEAMAI2,"358",Cheapside at Maitland WB - #358,,"43.004599","-81.246139",,,,,,false,"3",Inner_City_North
CHEAMCNA,"359",Cheapside at McNay EB - #359,,"43.011324","-81.221707",,,,,,false,"3",Inner_City_North
CHEARICH,"360",Cheapside at Richmond WB - #360,,"43.001983","-81.255573",,,,,,false,"3",Inner_City_North
CHEASTER,"361",Cheapside at Sterling WB - #361,,"43.009301","-81.228968",,,,,,false,"3",Inner_City_North
CHEAWAT1,"364",Cheapside at Waterloo EB - #364,,"43.002959","-81.251627",,,,,,false,"3",Inner_City_North
CHEAWAT2,"365",Cheapside at Waterloo WB - #365,,"43.003196","-81.251129",,,,,,false,"3",Inner_City_North
CHEAWIL1,"368",Cheapside at William EB - #368,,"43.005516","-81.24244",,,,,,false,"3",Inner_City_North
CHEAWIL2,"369",Cheapside at William WB - #369,,"43.005588","-81.242502",,,,,,false,"3",Inner_City_North
COLBOXFD,"438",Colborne at Oxford SB - #438,,"42.99796","-81.24567",,,,,,false,"3",Inner_City_North
DUNDASH1,"540",Dundas at Ashland EB - #540,,"42.995436","-81.208452",,,,,,false,"3",Inner_City_North
DUNDASH4,"542",Dundas east of Ashland WB - #542,,"42.995535","-81.208574",,,,,,false,"3",Inner_City_North
DUNDDORI,"554",Dundas at Burbrook Station WB - #554,,"42.993712","-81.21503",,,,,,false,"3",Inner_City_North
DUNDEGE1,"560",Dundas at Egerton EB - #560,,"42.992935","-81.217246",,,,,,false,"3",Inner_City_North
DUNDEGE2,"561",Dundas at Egerton WB - #561,,"42.993006","-81.217444",,,,,,false,"3",Inner_City_North
DUNDELE1,"562",Dundas at Eleanor EB - #562,,"42.994507","-81.211776",,,,,,false,"3",Inner_City_North
DUNDELIZ,"564",Dundas at Elizabeth WB - #564,,"42.98953","-81.22946",,,,,,false,"3",Inner_City_North
DUNDENGL,"565",Dundas at English WB - #565,,"42.990231","-81.226943",,,,,,false,"3",Inner_City_North
DUNDHEWI,"576",Dundas at Hewitt EB - #576,,"42.99042","-81.22604",,,,,,false,"3",Inner_City_North
DUNDHIG1,"577",Dundas at Highbury  EB - #577,,"42.996596","-81.204339",,,,,,false,"3",Inner_City_North
DUNDHIG2,"578",Dundas at Highbury WB - #578,,"42.996795","-81.20435",,,,,,false,"3",Inner_City_North
DUNDKELL,"583",Dundas at Kellogg Station EB - #583,,"42.993607","-81.214769",,,,,,false,"3",Inner_City_North
DUNDLYLE,"584",Dundas at Lyle EB - #584,,"42.9897","-81.22851",,,,,,false,"3",Inner_City_North
DUNDONT1,"592",Dundas at Ontario EB - #592,,"42.99146","-81.2223",,,,,,false,"3",Inner_City_North
DUNDONT2,"593",Dundas at Ontario WB - #593,,"42.99179","-81.22165",,,,,,false,"3",Inner_City_North
DUNDQUE1,"594",Dundas at Quebec EB - #594,,"42.992387","-81.219149",,,,,,false,"3",Inner_City_North
DUNDQUE2,"595",Dundas at Quebec WB - #595,,"42.9924","-81.219503",,,,,,false,"3",Inner_City_North
DUNDREC2,"597",Dundas at Rectory WB - #597,,"42.990957","-81.22441",,,,,,false,"3",Inner_City_North
FLORASH1,"733",Florence at Ashland EB - #733,,"42.992132","-81.20756",,,,,,false,"3",Inner_City_North
FLORASH2,"734",Florence at Ashland WB - #734,,"42.992391","-81.207153",,,,,,false,"3",Inner_City_North
FLOREGE1,"736",Florence at Egerton EB - #736,,"42.989745","-81.21583",,,,,,false,"3",Inner_City_North
FLOREGE2,"737",Florence at Egerton WB - #737,,"42.989892","-81.21581",,,,,,false,"3",Inner_City_North
FLORELE1,"738",Florence at Eleanor EB - #738,,"42.991399","-81.210202",,,,,,false,"3",Inner_City_North
FLORELE2,"739",Florence at Eleanor WB - #739,,"42.991506","-81.210279",,,,,,false,"3",Inner_City_North
FLORFAI1,"740",Florence at Fairgrounds south Gate EB - #740,,"42.988583","-81.218615",,,,,,false,"3",Inner_City_North
FLORFAI2,"741",Florence at Fairgrounds south Gate WB - #741,,"42.988638","-81.218949",,,,,,false,"3",Inner_City_North
FLORHIG2,"743",Florence at Highbury WB - #743,,"42.994128","-81.203191",,,,,,false,"3",Inner_City_North
FLORKEL1,"744",Florence at Kellogg Lane EB - #744,,"42.990512","-81.213309",,,,,,false,"3",Inner_City_North
FLORKEL2,"745",Florence at Kellogg Lane WB - #745,,"42.990585","-81.213424",,,,,,false,"3",Inner_City_North
FULLREGA,"750",Fuller at Regal WB - #750,,"43.022343","-81.225107",,,,,,false,"3",Inner_City_North
FULLVES2,"752",Fuller at Vesta WB - #752,,"43.023228","-81.222149",,,,,,false,"3",Inner_City_North
GLASMORN,"768",Glasgow at Mornington NB - #768,,"43.001114","-81.221698",,,,,,false,"3",Inner_City_North
HAMIEAST,"850",Hamilton at East WB - #850,,"42.97858","-81.200065",,,,,,false,"3",Inner_City_North
HAMIEGE1,"851",Hamilton at Egerton EB - #851,,"42.980238","-81.21243",,,,,,false,"3",Inner_City_North
HAMIEGE2,"852",Hamilton at Egerton WB - #852,,"42.980285","-81.211777",,,,,,false,"3",Inner_City_North
HAMIELM,"854",Hamilton at Elm WB - #854,,"42.97973","-81.20825",,,,,,false,"3",Inner_City_North
HAMIGIL1,"855",Hamilton at Giles EB - #855,,"42.977873","-81.195945",,,,,,false,"3",Inner_City_North
HAMIGIL2,"856",Hamilton at Giles WB - #856,,"42.977934","-81.195434",,,,,,false,"3",Inner_City_North
HAMIHIG1,"860",Hamilton at Highbury EB - #860,,"42.977498","-81.193215",,,,,,false,"3",Inner_City_North
HAMIHIG2,"861",Hamilton at Highbury WB - #861,,"42.977777","-81.194291",,,,,,false,"3",Inner_City_North
HAMILTGR,"863",Hamilton at Little Grey WB - #863,,"42.981338","-81.224253",,,,,,false,"3",Inner_City_North
HAMIMAME,"865",Hamilton at Mamelon EB - #865,,"42.981302","-81.224568",,,,,,false,"3",Inner_City_North
HAMIPILA,"871",Hamilton at Pine Lawn EB - #871,,"42.97849","-81.20048",,,,,,false,"3",Inner_City_North
HAMIREC1,"874",Hamilton at Rectory EB - #874,,"42.98062","-81.22053",,,,,,false,"3",Inner_City_North
HAMIREC2,"875",Hamilton at Rectory WB - #875,,"42.980659","-81.220012",,,,,,false,"3",Inner_City_North
HAMISAC1,"879",Hamilton at Sackville EB - #879,,"42.980326","-81.215376",,,,,,false,"3",Inner_City_North
HAMISAC2,"880",Hamilton at Sackville WB - #880,,"42.980438","-81.215361",,,,,,false,"3",Inner_City_North
HAMISJU1,"883",Hamilton at St. Julien EB - #883,,"42.97908","-81.204402",,,,,,false,"3",Inner_City_North
HAMISJU2,"884",Hamilton at St. Julien WB - #884,,"42.979134","-81.204082",,,,,,false,"3",Inner_City_North
HAMITENN,"885",Hamilton at Tennyson EB - #885,,"42.97947","-81.207224",,,,,,false,"3",Inner_City_North
HIGBBEA1,"893",Highbury at Beattie NB - #893,,"42.99317","-81.202",,,,,,false,"3",Inner_City_North
HIGBBEA2,"894",Highbury at Beattie SB - #894,,"42.993309","-81.20224",,,,,,false,"3",Inner_City_North
HIGBBRY1,"895",London Transit Office - #895,,"42.98814","-81.199636",,,,,,false,"3",Inner_City_North
HIGBBRY2,"896",Highbury at Brydges SB - #896,,"42.987717","-81.199767",,,,,,false,"3",Inner_City_North
HIGBCALV,"897",Highbury at Calvin SB - #897,,"42.979733","-81.195733",,,,,,false,"3",Inner_City_North
HIGBCHE1,"898",Highbury at Cheapside NB - #898,,"43.014531","-81.212459",,,,,,false,"3",Inner_City_North
HIGBCHE2,"899",Highbury at Cheapside SB - #899,,"43.013549","-81.212226",,,,,,false,"3",Inner_City_North
HIGBDUN1,"900",Highbury at Dundas NB - #900,,"42.997192","-81.203795",,,,,,false,"3",Inner_City_North
HIGBDUN2,"901",Highbury at Dundas SB - #901,,"42.996432","-81.203754",,,,,,false,"3",Inner_City_North
HIGBEDVA,"903",Highbury at Edgevalley SB - #903,,"43.035601","-81.223379",,,,,,false,"3",Inner_City_North
HIGBFUL1,"905",Montcalm Seconday School - #905,,"43.023826","-81.217326",,,,,,false,"3",Inner_City_North
HIGBFUL2,"906",Highbury at Fuller SB - #906,,"43.02419","-81.217828",,,,,,false,"3",Inner_City_North
HIGBGOD1,"907",Highbury at Godfrey NB - #907,,"43.016829","-81.213651",,,,,,false,"3",Inner_City_North
HIGBGOD2,"908",Highbury at Godfrey SB - #908,,"43.016125","-81.213557",,,,,,false,"3",Inner_City_North
HIGBHAM1,"909",Highbury at Hamilton NB - #909,,"42.978142","-81.19467",,,,,,false,"3",Inner_City_North
HIGBHAM2,"910",Highbury at Hamilton SB - #910,,"42.978272","-81.195015",,,,,,false,"3",Inner_City_North
HIGBHIC1,"911",Highbury at Hillcrest NB - #911,,"43.02208","-81.216527",,,,,,false,"3",Inner_City_North
HIGBHIC2,"912",Highbury at Hillcrest SB - #912,,"43.0218","-81.21664",,,,,,false,"3",Inner_City_North
HIGBHURO,"913",Highbury at Huron NB - #913,,"43.019576","-81.215148",,,,,,false,"3",Inner_City_North
HIGBKIL2,"915",Highbury at Kilally SB - #915,,"43.031662","-81.221536",,,,,,false,"3",Inner_City_North
HIGBLAN1,"916",Robarts School - #916,,"43.012418","-81.211375",,,,,,false,"3",Inner_City_North
HIGBLAN2,"917",Highbury at Landor SB - #917,,"43.012378","-81.211623",,,,,,false,"3",Inner_City_North
HIGBLPH1,"919",Highbury at Corrine NB - #919,,"43.003245","-81.206768",,,,,,false,"3",Inner_City_North
HIGBLPH2,"920",Highbury at Corrine SB - #920,,"43.002418","-81.206675",,,,,,false,"3",Inner_City_North
HIGBMAGE,"921",Highbury at Magee NB - #921,,"42.979895","-81.195647",,,,,,false,"3",Inner_City_North
HIGBOXF1,"922",Highbury south of Oxford NB - #922,,"43.007636","-81.20895",,,,,,false,"3",Inner_City_North
HIGBOXF2,"923",953 Highbury - #923,,"43.005934","-81.208378",,,,,,false,"3",Inner_City_North
